Age,Gender,Marital Status,Income,home_ownership,length_of_employment,purpose_of_loan,loan_grade,loan_amount,interest_rate,loan_status,loan_percent_income,History_of_Default,Length_of_Default_History,Debt-to-Income Ratio,Length_of_employment in years
38,0,3,42000,MORTGAGE,5,PERSONAL USE,B,4000,11,0,0.1,N,12,0.095238095,0.416666667
38,1,1,30000,RENT,5,BUSINESS USE,C,5000,14,0,0.17,Y,11,0.166666667,0.416666667
44,1,4,30000,RENT,6,BUSINESS USE,C,5000,14,0,0.17,N,11,0.166666667,0.5
36,0,3,30000,RENT,1,DEBT CONSOLIDATION,B,5000,11,0,0.17,N,17,0.166666667,0.083333333
44,1,0,42000,MORTGAGE,4,MEDICAL PURPOSES,A,13200,6,0,0.31,N,14,0.314285714,0.333333333
50,0,3,30000,RENT,8,BUSINESS USE,C,5000,13,0,0.17,Y,15,0.166666667,0.666666667
43,0,3,42000,MORTGAGE,3,BUSINESS USE,B,20000,11.04695559,0,0.48,N,13,0.476190476,0.25
41,0,3,32000,RENT,0,MEDICAL PURPOSES,C,5000,14,0,0.16,N,15,0.15625,0
39,0,3,32000,RENT,0,BUSINESS USE,A,5000,9,0,0.16,N,12,0.15625,0
36,0,1,32004,RENT,3,BUSINESS USE,B,5000,11,0,0.16,N,15,0.156230471,0.25
39,0,4,42000,OWN,5,PERSONAL USE,B,8000,10,0,0.19,N,17,0.19047619,0.416666667
50,0,0,42000,MORTGAGE,3,HOME RENOVATIONS,D,10000,15,0,0.24,Y,13,0.238095238,0.25
50,1,4,34000,RENT,2,BUSINESS USE,A,5000,6,0,0.15,N,12,0.147058824,0.166666667
41,1,3,34800,RENT,4,DEBT CONSOLIDATION,B,5000,12,0,0.14,N,14,0.143678161,0.333333333
36,1,4,42000,MORTGAGE,16,HOME RENOVATIONS,C,12000,11.04695559,0,0.29,N,15,0.285714286,1.333333333
49,1,1,42000,MORTGAGE,15,EDUCATION,B,16750,11,0,0.4,N,12,0.398809524,1.25
42,0,2,29000,RENT,1,PERSONAL USE,D,5000,16,1,0.17,Y,13,0.172413793,0.083333333
38,0,2,35000,RENT,6,PERSONAL USE,B,5000,10,0,0.14,N,14,0.142857143,0.5
36,0,3,42000,MORTGAGE,11,PERSONAL USE,B,7800,13,0,0.19,N,13,0.185714286,0.916666667
36,1,2,29000,RENT,0,MEDICAL PURPOSES,E,5000,16,1,0.17,N,13,0.172413793,0
38,1,2,35000,RENT,5,BUSINESS USE,D,5000,15,0,0.14,Y,14,0.142857143,0.416666667
37,1,1,35028,RENT,3,MEDICAL PURPOSES,C,5000,13,0,0.14,Y,17,0.142742948,0.25
40,0,2,35827,RENT,13,MEDICAL PURPOSES,B,5000,11,0,0.14,N,16,0.13955955,1.083333333
39,0,3,36000,RENT,3,MEDICAL PURPOSES,A,5000,11.04695559,0,0.14,N,16,0.138888889,0.25
50,0,1,36000,RENT,0,BUSINESS USE,B,5000,10,0,0.14,N,16,0.138888889,0
39,0,1,37000,RENT,6,PERSONAL USE,A,5000,11.04695559,0,0.14,N,17,0.135135135,0.5
38,1,1,37200,RENT,1,DEBT CONSOLIDATION,B,5000,10,0,0.13,N,11,0.134408602,0.083333333
45,1,3,42320,MORTGAGE,6,BUSINESS USE,C,7475,13,0,0.18,Y,15,0.176630435,0.5
41,0,1,39000,RENT,0,BUSINESS USE,B,5000,11.04695559,0,0.13,N,15,0.128205128,0
38,1,1,39500,RENT,4,MEDICAL PURPOSES,C,5000,13,0,0.13,N,14,0.126582278,0.333333333
39,0,3,34000,RENT,3,PERSONAL USE,A,5000,8,1,0.15,N,15,0.147058824,0.25
48,0,2,36655,MORTGAGE,4.778936496,HOME RENOVATIONS,B,15000,13,1,0.41,N,16,0.409221116,0.398244708
42,0,2,40000,RENT,0,MEDICAL PURPOSES,A,5000,6,0,0.13,N,12,0.125,0
36,0,3,40000,RENT,6,MEDICAL PURPOSES,C,5000,13,0,0.13,N,13,0.125,0.5
45,1,3,34000,RENT,1,EDUCATION,A,5000,11.04695559,1,0.15,N,11,0.147058824,0.083333333
37,0,3,40000,RENT,8,BUSINESS USE,B,5000,12,0,0.13,N,12,0.125,0.666666667
40,0,2,42996,MORTGAGE,5,BUSINESS USE,C,8400,13,0,0.2,Y,12,0.195367011,0.416666667
40,0,3,42996,OWN,15,MEDICAL PURPOSES,D,15000,16,0,0.35,Y,16,0.348869662,1.25
48,1,2,41500,RENT,3,MEDICAL PURPOSES,A,5000,7,0,0.12,N,16,0.120481928,0.25
41,0,2,42000,RENT,2,BUSINESS USE,A,5000,7,0,0.12,N,15,0.119047619,0.166666667
38,0,0,43000,MORTGAGE,3,DEBT CONSOLIDATION,A,8250,8,0,0.19,N,12,0.191860465,0.25
45,0,3,43000,MORTGAGE,6,BUSINESS USE,C,3600,13,0,0.08,N,15,0.08372093,0.5
36,0,4,37000,MORTGAGE,5,MEDICAL PURPOSES,E,3000,18,1,0.08,Y,15,0.081081081,0.416666667
39,0,1,37200,RENT,1,EDUCATION,C,5000,16,1,0.13,N,15,0.134408602,0.083333333
43,1,1,43000,MORTGAGE,5,MEDICAL PURPOSES,B,15000,9,0,0.35,N,12,0.348837209,0.416666667
38,1,2,45000,RENT,1,MEDICAL PURPOSES,C,5000,13,0,0.11,Y,13,0.111111111,0.083333333
38,0,4,43000,OWN,5,BUSINESS USE,A,10000,8,0,0.23,N,12,0.23255814,0.416666667
38,1,3,39000,RENT,1,EDUCATION,E,5000,18,1,0.13,N,17,0.128205128,0.083333333
41,1,3,45600,RENT,18,MEDICAL PURPOSES,A,5000,6,0,0.11,N,14,0.109649123,1.5
41,0,4,43000,OWN,3,BUSINESS USE,B,22800,12,0,0.53,N,11,0.530232558,0.25
39,1,0,43000,MORTGAGE,3,HOME RENOVATIONS,A,6250,8,0,0.15,N,14,0.145348837,0.25
40,1,1,43000,MORTGAGE,18,MEDICAL PURPOSES,C,2500,13,0,0.06,N,14,0.058139535,1.5
41,0,2,47000,RENT,2,PERSONAL USE,A,5000,8,0,0.11,N,11,0.106382979,0.166666667
50,1,3,41496,RENT,9,DEBT CONSOLIDATION,D,5000,15,1,0.12,Y,16,0.120493542,0.75
36,0,4,43200,MORTGAGE,13,DEBT CONSOLIDATION,B,11000,11.04695559,0,0.25,N,12,0.25462963,1.083333333
44,0,3,48000,RENT,0,BUSINESS USE,C,5000,13,0,0.1,N,14,0.104166667,0
47,1,4,43200,MORTGAGE,8,HOME RENOVATIONS,D,13750,15,0,0.32,Y,13,0.318287037,0.666666667
39,1,1,48500,RENT,1,PERSONAL USE,B,5000,11,0,0.1,N,13,0.103092784,0.083333333
45,1,2,43800,RENT,0,EDUCATION,B,5000,11.04695559,1,0.11,N,14,0.114155251,0
41,1,2,56000,RENT,3,HOME RENOVATIONS,A,9000,6,0,0.16,N,16,0.160714286,0.25
36,1,1,43680,MORTGAGE,0,PERSONAL USE,C,15000,13,0,0.34,N,15,0.343406593,0
36,1,1,43776,MORTGAGE,4.778936496,DEBT CONSOLIDATION,A,6000,8,0,0.14,N,15,0.137061404,0.398244708
43,0,2,54000,RENT,0,HOME RENOVATIONS,D,9000,16,1,0.17,Y,16,0.166666667,0
37,0,3,44000,MORTGAGE,14,PERSONAL USE,A,5000,7,0,0.11,N,13,0.113636364,1.166666667
38,1,1,44000,MORTGAGE,3,PERSONAL USE,B,10000,10,0,0.23,N,17,0.227272727,0.25
37,0,3,65000,RENT,7,DEBT CONSOLIDATION,A,9000,7,0,0.14,N,15,0.138461538,0.583333333
39,1,1,44000,MORTGAGE,2,MEDICAL PURPOSES,B,8000,10,0,0.18,N,17,0.181818182,0.166666667
43,0,2,44000,MORTGAGE,8,PERSONAL USE,B,10000,10,0,0.23,N,14,0.227272727,0.666666667
47,0,2,70000,RENT,2,EDUCATION,C,9000,13,0,0.13,N,14,0.128571429,0.166666667
38,1,4,74000,RENT,9,EDUCATION,C,9000,13,0,0.12,N,12,0.121621622,0.75
47,0,0,44000,OWN,3,HOME RENOVATIONS,B,4000,11,0,0.09,N,16,0.090909091,0.25
43,0,4,44000,OWN,18,MEDICAL PURPOSES,A,8000,9,0,0.18,N,15,0.181818182,1.5
39,0,2,44000,MORTGAGE,14,PERSONAL USE,A,2500,8,0,0.06,N,15,0.056818182,1.166666667
38,1,1,44000,OWN,2,BUSINESS USE,B,7000,10,0,0.16,N,12,0.159090909,0.166666667
43,0,2,85000,RENT,14,EDUCATION,B,9000,12,0,0.11,N,11,0.105882353,1.166666667
47,0,3,86000,RENT,0,HOME RENOVATIONS,C,9000,13,1,0.1,N,13,0.104651163,0
40,1,4,108000,RENT,10,HOME RENOVATIONS,B,9000,12,1,0.08,N,12,0.083333333,0.833333333
37,0,3,133000,RENT,3,MEDICAL PURPOSES,C,9000,14,0,0.07,Y,12,0.067669173,0.25
47,1,3,244000,RENT,10,HOME RENOVATIONS,C,9000,14,0,0.04,N,11,0.036885246,0.833333333
41,1,4,30000,RENT,3,MEDICAL PURPOSES,A,8875,5,0,0.3,N,15,0.295833333,0.25
42,0,0,32400,RENT,1,DEBT CONSOLIDATION,D,8875,16,1,0.27,N,16,0.273919753,0.083333333
41,0,2,38200,RENT,4,MEDICAL PURPOSES,E,8875,19,0,0.23,N,11,0.232329843,0.333333333
46,1,2,44782,MORTGAGE,14,PERSONAL USE,D,6000,14,0,0.13,Y,12,0.133982404,1.166666667
48,0,1,31824,RENT,18,MEDICAL PURPOSES,D,8800,16,1,0.28,N,11,0.276520865,1.5
45,0,2,45000,MORTGAGE,20,PERSONAL USE,A,15625,9,0,0.35,N,13,0.347222222,1.666666667
47,0,3,45000,OWN,10,MEDICAL PURPOSES,A,11200,7,0,0.25,N,12,0.248888889,0.833333333
48,1,3,50000,RENT,1,HOME RENOVATIONS,B,5000,11,0,0.1,N,12,0.1,0.083333333
36,0,2,44000,RENT,2,MEDICAL PURPOSES,C,5000,13,1,0.11,Y,13,0.113636364,0.166666667
37,0,3,45000,OWN,5,BUSINESS USE,A,10800,6,0,0.24,N,14,0.24,0.416666667
38,0,2,44000,RENT,0,PERSONAL USE,D,5000,16,1,0.11,N,14,0.113636364,0
37,0,0,50000,RENT,0,DEBT CONSOLIDATION,B,5000,12,0,0.1,N,12,0.1,0
40,0,1,45000,MORTGAGE,5,HOME RENOVATIONS,A,3600,7,0,0.08,N,13,0.08,0.416666667
45,1,3,45000,MORTGAGE,14,HOME RENOVATIONS,A,14000,7,0,0.31,N,12,0.311111111,1.166666667
39,0,3,24000,RENT,1,MEDICAL PURPOSES,A,8500,7,1,0.35,N,12,0.354166667,0.083333333
39,1,1,45000,MORTGAGE,2,PERSONAL USE,A,3000,8,0,0.07,N,15,0.066666667,0.166666667
36,1,3,26000,RENT,4.778936496,DEBT CONSOLIDATION,B,8500,11,1,0.33,N,14,0.326923077,0.398244708
37,1,2,27000,RENT,2,HOME RENOVATIONS,A,8500,8,1,0.31,N,17,0.314814815,0.166666667
39,0,2,45000,MORTGAGE,4,BUSINESS USE,A,8625,11.04695559,0,0.19,N,13,0.191666667,0.333333333
37,1,1,43000,RENT,2,MEDICAL PURPOSES,B,8500,9,0,0.2,N,11,0.197674419,0.166666667
38,0,1,64777,RENT,5,DEBT CONSOLIDATION,A,8500,8,0,0.13,N,13,0.131219414,0.416666667
42,0,2,68000,RENT,3,MEDICAL PURPOSES,B,8500,10,0,0.13,N,12,0.125,0.25
39,1,3,30000,RENT,7,BUSINESS USE,A,8450,6,0,0.28,N,16,0.281666667,0.583333333
42,0,4,2039784,RENT,0,BUSINESS USE,C,8450,12,0,0,Y,15,0.004142595,0
43,0,1,46000,RENT,3,EDUCATION,B,5000,10,1,0.11,N,14,0.108695652,0.25
41,0,1,52000,RENT,2,DEBT CONSOLIDATION,A,5000,8,0,0.1,N,13,0.096153846,0.166666667
39,1,1,52273,RENT,3,EDUCATION,B,5000,11.04695559,0,0.1,N,17,0.095651675,0.25
36,0,1,53000,RENT,5,MEDICAL PURPOSES,B,5000,11,0,0.09,N,12,0.094339623,0.416666667
46,0,3,45000,MORTGAGE,7,MEDICAL PURPOSES,A,12250,7,0,0.27,N,16,0.272222222,0.583333333
43,0,0,45000,MORTGAGE,3,MEDICAL PURPOSES,A,5700,7,0,0.13,N,11,0.126666667,0.25
50,0,2,54996,RENT,0,DEBT CONSOLIDATION,C,5000,13,0,0.09,N,14,0.090915703,0
36,0,1,45000,MORTGAGE,2,EDUCATION,A,7000,7,0,0.16,N,14,0.155555556,0.166666667
43,0,3,45000,OWN,4.778936496,MEDICAL PURPOSES,B,2000,11,0,0.04,N,17,0.044444444,0.398244708
38,0,2,45000,MORTGAGE,6,DEBT CONSOLIDATION,A,6375,8,0,0.14,N,16,0.141666667,0.5
36,0,0,58000,RENT,18,BUSINESS USE,A,5000,7,0,0.09,N,16,0.086206897,1.5
39,1,3,45000,MORTGAGE,3,DEBT CONSOLIDATION,C,12000,15,0,0.27,N,15,0.266666667,0.25
41,1,4,52106,RENT,4,DEBT CONSOLIDATION,C,5000,13,1,0.1,N,17,0.095958239,0.333333333
40,0,3,58500,RENT,3,EDUCATION,A,5000,7,0,0.09,N,11,0.085470085,0.25
38,0,1,60000,RENT,3,EDUCATION,C,5000,15,0,0.08,Y,17,0.083333333,0.25
36,1,1,45000,MORTGAGE,21,HOME RENOVATIONS,B,2000,10,0,0.04,N,12,0.044444444,1.75
41,0,2,60000,RENT,6,PERSONAL USE,A,5000,5,0,0.08,N,17,0.083333333,0.5
37,1,2,60000,RENT,17,BUSINESS USE,A,5000,6,0,0.08,N,13,0.083333333,1.416666667
40,0,2,60000,RENT,3,EDUCATION,D,5000,15,0,0.08,Y,16,0.083333333,0.25
37,1,2,63000,RENT,6,HOME RENOVATIONS,B,5000,10,0,0.08,N,16,0.079365079,0.5
38,0,3,64000,RENT,4,DEBT CONSOLIDATION,A,5000,8,0,0.08,N,16,0.078125,0.333333333
40,1,1,65000,RENT,1,DEBT CONSOLIDATION,B,5000,10,0,0.08,N,16,0.076923077,0.083333333
43,1,3,65000,RENT,2,MEDICAL PURPOSES,B,5000,10,0,0.08,N,16,0.076923077,0.166666667
37,1,1,59000,RENT,0,PERSONAL USE,D,5000,15,1,0.08,Y,14,0.084745763,0
44,0,2,65000,RENT,2,BUSINESS USE,A,5000,8,0,0.08,N,15,0.076923077,0.166666667
39,0,0,68000,RENT,1,EDUCATION,C,5000,13,0,0.07,Y,11,0.073529412,0.083333333
36,1,1,45000,OWN,4,DEBT CONSOLIDATION,D,8000,15,0,0.18,Y,13,0.177777778,0.333333333
38,1,2,70000,RENT,2,MEDICAL PURPOSES,B,5000,12,0,0.07,N,11,0.071428571,0.166666667
37,1,2,45000,OWN,11,EDUCATION,B,12000,12,0,0.27,N,12,0.266666667,0.916666667
44,1,1,54400,RENT,3,MEDICAL PURPOSES,C,5000,13,1,0.08,Y,14,0.091911765,0.25
43,0,2,71015,RENT,8,BUSINESS USE,B,5000,11,0,0.07,N,14,0.07040766,0.666666667
50,0,3,75000,RENT,4,BUSINESS USE,C,5000,13,0,0.07,N,15,0.066666667,0.333333333
42,1,2,45000,OWN,0,BUSINESS USE,A,5000,7,0,0.11,N,12,0.111111111,0
40,0,0,76000,RENT,1,PERSONAL USE,C,5000,14,0,0.07,Y,15,0.065789474,0.083333333
36,0,1,45344,MORTGAGE,11,EDUCATION,A,16750,8,0,0.37,N,13,0.369398377,0.916666667
37,1,2,84000,RENT,4,HOME RENOVATIONS,B,5000,10,0,0.06,N,16,0.05952381,0.333333333
50,1,2,45600,MORTGAGE,4.778936496,PERSONAL USE,A,5000,8,0,0.11,N,16,0.109649123,0.398244708
40,0,4,45600,MORTGAGE,20,HOME RENOVATIONS,A,7000,7,0,0.15,N,17,0.153508772,1.666666667
36,1,1,45600,MORTGAGE,6,MEDICAL PURPOSES,C,10000,13,0,0.22,N,16,0.219298246,0.5
36,0,3,87000,RENT,5,MEDICAL PURPOSES,C,5000,14,0,0.06,N,14,0.057471264,0.416666667
38,0,2,90000,RENT,2,MEDICAL PURPOSES,A,5000,8,0,0.06,N,15,0.055555556,0.166666667
36,0,3,45600,MORTGAGE,8,MEDICAL PURPOSES,A,18000,7,0,0.39,N,11,0.394736842,0.666666667
41,1,4,90000,RENT,0,BUSINESS USE,C,5000,14,0,0.06,Y,13,0.055555556,0
36,1,3,39600,MORTGAGE,17,EDUCATION,D,1800,14,1,0.05,Y,17,0.045454545,1.416666667
38,1,2,94000,RENT,3,PERSONAL USE,D,5000,15,0,0.05,Y,16,0.053191489,0.25
38,1,2,95000,RENT,9,MEDICAL PURPOSES,C,5000,13,0,0.05,Y,16,0.052631579,0.75
44,0,1,98000,RENT,19,HOME RENOVATIONS,C,5000,16,0,0.05,Y,13,0.051020408,1.583333333
43,0,3,98760,RENT,8,BUSINESS USE,D,5000,15,0,0.05,N,14,0.050627785,0.666666667
42,1,3,45760,MORTGAGE,4,DEBT CONSOLIDATION,A,9600,8,0,0.21,N,17,0.20979021,0.333333333
36,1,4,100000,RENT,14,DEBT CONSOLIDATION,A,5000,8,0,0.05,N,11,0.05,1.166666667
37,0,4,45996,MORTGAGE,11,BUSINESS USE,B,6000,9,0,0.13,N,16,0.130446126,0.916666667
43,1,0,45996,MORTGAGE,2,EDUCATION,A,6300,8,0,0.14,N,14,0.136968432,0.166666667
38,1,1,108000,RENT,3,PERSONAL USE,D,5000,15,1,0.05,Y,17,0.046296296,0.25
40,0,1,46000,MORTGAGE,5,HOME RENOVATIONS,A,10000,8,0,0.22,N,14,0.217391304,0.416666667
41,0,2,46000,MORTGAGE,3,BUSINESS USE,B,7700,12,0,0.17,N,17,0.167391304,0.25
38,1,3,26000,RENT,0,BUSINESS USE,C,5200,13,0,0.2,N,15,0.2,0
36,1,4,46000,MORTGAGE,3,BUSINESS USE,A,8000,5,0,0.17,N,15,0.173913043,0.25
39,1,1,40000,RENT,2,EDUCATION,A,5200,7,0,0.13,N,17,0.13,0.166666667
50,1,4,46000,MORTGAGE,8,EDUCATION,D,8600,14,0,0.19,N,12,0.186956522,0.666666667
37,0,3,46000,MORTGAGE,9,EDUCATION,B,5000,11,0,0.11,N,14,0.108695652,0.75
41,0,3,23400,RENT,2,BUSINESS USE,B,5375,11.04695559,0,0.23,N,16,0.229700855,0.166666667
38,1,0,28584,RENT,4,EDUCATION,C,5400,13,0,0.19,N,11,0.188916877,0.333333333
40,1,1,28800,RENT,4,DEBT CONSOLIDATION,B,5400,10,0,0.19,N,15,0.1875,0.333333333
38,0,2,46150,MORTGAGE,6,BUSINESS USE,A,6500,6,0,0.14,N,15,0.14084507,0.5
40,0,2,34500,RENT,2,PERSONAL USE,D,5400,13,1,0.16,N,13,0.156521739,0.166666667
37,1,4,54000,RENT,15,MEDICAL PURPOSES,C,5400,14,1,0.1,Y,17,0.1,1.25
36,0,3,14400,RENT,0,EDUCATION,E,5500,18,1,0.38,N,11,0.381944444,0
37,0,2,40680,MORTGAGE,6,DEBT CONSOLIDATION,D,8000,15,1,0.2,N,13,0.196656834,0.5
41,0,3,21000,RENT,1,MEDICAL PURPOSES,A,5500,6,0,0.26,N,14,0.261904762,0.083333333
37,0,4,46996,MORTGAGE,2,EDUCATION,C,13750,14,0,0.29,N,13,0.292578092,0.166666667
37,1,3,27000,RENT,4,MEDICAL PURPOSES,B,5500,11.04695559,0,0.2,N,12,0.203703704,0.333333333
41,1,2,47000,MORTGAGE,19,DEBT CONSOLIDATION,A,7200,8,0,0.15,N,16,0.153191489,1.583333333
37,0,3,28800,RENT,0,EDUCATION,A,5500,6,0,0.19,N,15,0.190972222,0
36,0,3,30000,RENT,0,EDUCATION,A,5500,9,0,0.18,N,11,0.183333333,0
47,0,2,47000,MORTGAGE,9,PERSONAL USE,A,7500,7,0,0.16,N,12,0.159574468,0.75
40,1,0,30000,RENT,4,MEDICAL PURPOSES,D,5500,15,0,0.18,N,12,0.183333333,0.333333333
36,1,1,30996,RENT,2,PERSONAL USE,C,5500,13,0,0.18,Y,15,0.177442251,0.166666667
38,0,2,47000,MORTGAGE,5,DEBT CONSOLIDATION,A,11000,9,0,0.23,N,16,0.234042553,0.416666667
36,0,2,34000,RENT,5,MEDICAL PURPOSES,C,5500,12,0,0.16,N,17,0.161764706,0.416666667
43,1,1,48000,RENT,1,MEDICAL PURPOSES,C,5500,13,0,0.11,N,17,0.114583333,0.083333333
39,0,4,50000,RENT,5,PERSONAL USE,A,5500,7,0,0.11,N,13,0.11,0.416666667
41,1,1,47000,MORTGAGE,5,EDUCATION,B,7500,11,0,0.16,N,13,0.159574468,0.416666667
36,0,4,50000,RENT,2,DEBT CONSOLIDATION,A,5500,8,0,0.11,N,16,0.11,0.166666667
46,1,1,47000,MORTGAGE,5,PERSONAL USE,A,6000,7,0,0.13,N,15,0.127659574,0.416666667
43,1,1,47000,OWN,2,BUSINESS USE,A,10000,8,0,0.21,N,16,0.212765957,0.166666667
37,0,4,47000,MORTGAGE,4,PERSONAL USE,A,7000,11.04695559,0,0.15,N,11,0.14893617,0.333333333
36,0,1,47000,MORTGAGE,0,EDUCATION,A,5500,7,0,0.12,N,16,0.117021277,0
41,0,1,47000,OWN,2,PERSONAL USE,A,14000,8,0,0.3,N,12,0.29787234,0.166666667
37,0,1,54000,RENT,2,BUSINESS USE,C,5500,13,1,0.1,Y,12,0.101851852,0.166666667
46,1,2,60070,RENT,2,PERSONAL USE,C,5500,14,0,0.09,Y,17,0.091559847,0.166666667
44,0,4,63000,RENT,4,MEDICAL PURPOSES,A,5500,8,0,0.09,N,13,0.087301587,0.333333333
37,0,2,79600,RENT,5,EDUCATION,A,5500,8,0,0.07,N,11,0.069095477,0.416666667
38,1,3,170000,RENT,0,BUSINESS USE,A,5500,11.04695559,0,0.03,N,13,0.032352941,0
39,0,3,47471,MORTGAGE,5,DEBT CONSOLIDATION,A,5000,8,0,0.11,N,14,0.105327463,0.416666667
36,1,4,47500,MORTGAGE,8,DEBT CONSOLIDATION,A,2700,6,0,0.06,N,14,0.056842105,0.666666667
38,1,4,30000,RENT,0,EDUCATION,B,5600,10,1,0.19,N,15,0.186666667,0
38,1,3,35000,RENT,0,PERSONAL USE,B,5600,11,0,0.16,N,11,0.16,0
40,0,3,38004,RENT,2,MEDICAL PURPOSES,B,5600,12,0,0.15,N,17,0.14735291,0.166666667
46,1,2,47844,OWN,16,BUSINESS USE,A,27175,8,0,0.57,N,13,0.567991807,1.333333333
37,1,2,48000,MORTGAGE,4,HOME RENOVATIONS,A,7000,8,0,0.15,N,15,0.145833333,0.333333333
42,1,3,52800,RENT,3,EDUCATION,B,5600,11,0,0.11,N,14,0.106060606,0.25
38,0,2,48000,MORTGAGE,9,HOME RENOVATIONS,B,7800,11,0,0.16,N,12,0.1625,0.75
37,0,1,48000,OWN,8,PERSONAL USE,A,2500,6,0,0.05,N,11,0.052083333,0.666666667
36,0,2,48000,MORTGAGE,6,BUSINESS USE,A,1500,9,0,0.03,N,16,0.03125,0.5
38,1,3,48000,MORTGAGE,3,HOME RENOVATIONS,B,5000,11,0,0.1,N,16,0.104166667,0.25
45,1,3,73000,RENT,0,EDUCATION,C,5600,15,1,0.08,N,11,0.076712329,0
43,0,3,48000,MORTGAGE,2,BUSINESS USE,A,10400,6,0,0.22,N,17,0.216666667,0.166666667
41,1,1,137004,RENT,0,BUSINESS USE,A,5600,9,0,0.04,N,11,0.040874719,0
36,1,1,39996,RENT,1,MEDICAL PURPOSES,A,5700,7,0,0.14,N,13,0.142514251,0.083333333
38,1,1,34000,RENT,4,MEDICAL PURPOSES,B,5750,11.04695559,0,0.17,N,16,0.169117647,0.333333333
44,1,3,48000,MORTGAGE,9,DEBT CONSOLIDATION,B,5000,10,0,0.1,N,15,0.104166667,0.75
42,1,2,85000,RENT,3,BUSINESS USE,C,5750,13,0,0.07,Y,15,0.067647059,0.25
39,0,1,48000,MORTGAGE,4.778936496,DEBT CONSOLIDATION,A,3000,5,0,0.06,N,11,0.0625,0.398244708
48,1,3,39000,RENT,7,MEDICAL PURPOSES,D,5800,15,1,0.15,N,15,0.148717949,0.583333333
38,0,2,48000,MORTGAGE,1,PERSONAL USE,A,18000,8,0,0.38,N,11,0.375,0.083333333
38,0,2,48000,MORTGAGE,6,PERSONAL USE,A,6200,7,0,0.13,N,14,0.129166667,0.5
39,0,0,23500,RENT,14,PERSONAL USE,D,5850,15,0,0.25,N,12,0.24893617,1.166666667
48,1,2,44000,RENT,6,MEDICAL PURPOSES,B,5850,10,0,0.13,N,13,0.132954545,0.5
43,1,1,48000,MORTGAGE,7,BUSINESS USE,A,4500,5,0,0.09,N,14,0.09375,0.583333333
44,0,3,119000,RENT,0,DEBT CONSOLIDATION,A,5900,6,0,0.05,N,14,0.049579832,0
38,1,1,35427,RENT,3,PERSONAL USE,C,5950,12,0,0.17,Y,11,0.167950998,0.25
42,0,2,48000,MORTGAGE,26,MEDICAL PURPOSES,A,6500,7,0,0.14,N,11,0.135416667,2.166666667
37,1,4,42000,MORTGAGE,4.778936496,DEBT CONSOLIDATION,A,3000,6,1,0.07,N,13,0.071428571,0.398244708
38,1,4,18720,RENT,0,BUSINESS USE,D,6000,16,1,0.32,N,12,0.320512821,0
39,1,3,20400,RENT,3,MEDICAL PURPOSES,C,6000,15,0,0.29,Y,13,0.294117647,0.25
40,1,1,48000,MORTGAGE,2,HOME RENOVATIONS,D,8000,16,0,0.17,N,11,0.166666667,0.166666667
37,0,3,48000,MORTGAGE,3,HOME RENOVATIONS,A,3500,8,0,0.07,N,15,0.072916667,0.25
42,0,2,48000,OWN,0,PERSONAL USE,C,3500,14,0,0.07,N,12,0.072916667,0
38,0,0,48000,OWN,4.778936496,BUSINESS USE,A,7600,8,0,0.16,N,11,0.158333333,0.398244708
37,1,3,24000,RENT,5,MEDICAL PURPOSES,B,6000,11,0,0.25,N,17,0.25,0.416666667
47,0,1,48000,MORTGAGE,13,MEDICAL PURPOSES,B,16750,11,0,0.35,N,12,0.348958333,1.083333333
38,0,4,25200,RENT,0,DEBT CONSOLIDATION,D,6000,15,1,0.24,N,12,0.238095238,0
48,0,2,42000,MORTGAGE,3,DEBT CONSOLIDATION,C,14400,13,1,0.34,Y,17,0.342857143,0.25
37,0,4,27052,RENT,2,BUSINESS USE,B,6000,10,0,0.22,N,12,0.221795061,0.166666667
44,1,3,48000,MORTGAGE,12,DEBT CONSOLIDATION,B,17500,12,0,0.36,N,15,0.364583333,1
45,1,0,48000,MORTGAGE,8,HOME RENOVATIONS,A,8000,10,0,0.17,N,13,0.166666667,0.666666667
36,0,3,28800,RENT,2,EDUCATION,C,6000,16,0,0.21,Y,12,0.208333333,0.166666667
36,0,4,48000,MORTGAGE,17,BUSINESS USE,A,10000,10,0,0.21,N,14,0.208333333,1.416666667
48,1,2,30000,RENT,0,DEBT CONSOLIDATION,B,6000,12,1,0.2,N,12,0.2,0
46,1,3,48000,MORTGAGE,0,PERSONAL USE,A,9600,11.04695559,0,0.2,N,17,0.2,0
39,0,2,30000,RENT,3,PERSONAL USE,B,6000,11,0,0.2,N,14,0.2,0.25
41,0,2,30840,RENT,8,MEDICAL PURPOSES,B,6000,11,0,0.19,N,13,0.194552529,0.666666667
39,1,1,48279,OWN,7,BUSINESS USE,C,4800,14,0,0.1,N,13,0.099422109,0.583333333
37,1,2,48500,MORTGAGE,4,PERSONAL USE,A,6000,8,0,0.12,N,12,0.12371134,0.333333333
38,0,1,32000,RENT,0,DEBT CONSOLIDATION,B,6000,11,1,0.19,N,16,0.1875,0
43,1,1,33000,RENT,0,DEBT CONSOLIDATION,D,6000,16,1,0.18,N,14,0.181818182,0
39,0,3,48840,MORTGAGE,5,PERSONAL USE,B,15000,10,0,0.31,N,15,0.307125307,0.416666667
38,0,3,34000,RENT,19,MEDICAL PURPOSES,A,6000,8,0,0.18,N,11,0.176470588,1.583333333
